0.8491	1.0907	0.8345	0.9105	0.8967	1.1848	0.8377	0.9068
0.7555	0.8987	0.7409	0.8168	0.7258	0.9811	0.7441	0.0000
0.5825	0.6651	0.5678	0.6438	0.5326	0.7272	0.5710	0.6401
0.5659	0.6485	0.5512	0.6272	0.5160	0.6126	0.9053	0.6235
0.5085	0.5911	0.4939	0.5698	0.4587	0.5553	0.7239	0.9402
0.8604	0.5911	0.4939	0.8849	0.4587	0.5553	0.6323	0.8420
0.7728	0.5911	0.8755	0.7705	0.4587	0.0000	0.5572	0.7484
0.7618	0.6613	0.0000	0.7483	0.5289	0.6255	0.5673	0.7045
0.9549	1.3305	1.0372	0.9558	1.1375	0.9278	0.8696	0.9387
0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
0.8281	1.0697	0.8135	0.8894	0.8790	1.1707	0.8167	0.8858
0.7594	0.9230	0.7447	0.8207	0.7095	0.9820	0.7479	0.8170
0.6434	0.0000	0.6288	0.7047	0.5936	0.7926	0.6320	0.7011
0.5648	0.6473	0.5501	0.6261	0.5149	0.6141	0.8762	0.6224
0.5085	0.5911	0.4939	0.5698	0.4587	0.5553	0.7264	0.9138
0.8843	0.5911	0.4939	0.8833	0.4587	0.5553	0.6292	0.8389
0.7911	0.5911	0.8734	0.7929	0.4587	0.5553	0.5542	0.7300
0.7433	0.6410	0.8050	0.7209	0.5085	0.6051	0.5469	0.6804
0.9258	1.3097	1.0318	0.9293	1.0968	0.9063	0.8481	0.9172
0.9501	1.2841	1.0265	1.0114	1.0937	1.3837	0.9387	1.0078
0.8285	1.0754	0.8139	0.8898	0.8945	1.1493	0.8171	0.8862
0.7603	0.9053	0.7456	0.8216	0.7104	1.0028	0.7488	0.0000
0.6643	0.7469	0.6496	0.7256	0.6144	0.8148	0.6528	0.7219
0.5637	0.6463	0.5491	0.6250	0.5139	0.6141	0.8742	0.6214
0.5085	0.5911	0.4939	0.5698	0.4587	0.5553	0.0000	0.9369
0.8643	0.5911	0.4939	0.8823	0.4587	0.5553	0.6561	0.8420
0.7688	0.5911	0.8717	0.7929	0.4587	0.5553	0.5350	0.7227
0.7230	0.6385	0.8307	0.7239	0.5061	0.6027	0.0000	0.7018
0.9505	1.3108	1.0384	0.9495	1.1388	0.9278	0.8696	0.9387
0.8636	1.2185	0.8300	0.9249	1.0248	1.2942	0.8521	0.9212
0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
0.5957	0.7415	0.5811	0.6570	0.5709	0.8189	0.5843	0.6534
0.5667	0.6493	0.5521	0.6281	0.5169	0.6912	0.5553	0.6244
0.5491	0.6316	0.5344	0.6104	0.4992	0.5958	0.8885	0.6067
0.5085	0.5911	0.4939	0.5698	0.4587	0.5553	0.7327	0.9411
0.8811	0.5911	0.4939	0.8873	0.4587	0.5553	0.6487	0.8236
0.7848	0.5911	0.8508	0.7725	0.4587	0.5553	0.5342	0.7499
0.7598	0.6581	0.8221	0.7591	0.5256	0.6222	0.5640	0.7159
0.9677	0.0000	1.0738	0.9711	1.1580	0.9472	0.8890	0.9581
0.9239	1.2577	0.9800	0.9852	1.0699	1.3386	0.9125	0.9816
0.8285	1.0745	0.8139	0.8898	0.8751	1.1486	0.8171	0.8862
0.7553	0.9029	0.7407	0.8166	0.7314	0.9949	0.7438	0.8129
0.5819	0.6644	0.5672	0.6432	0.5320	0.7263	0.5704	0.6395
0.5085	0.5911	0.4939	0.5698	0.4587	0.5583	0.8195	0.5662
0.5085	0.5911	0.4939	0.5698	0.4587	0.5553	0.7464	0.9394
0.8619	0.5911	0.4939	0.8649	0.4587	0.5553	0.6504	0.8420
0.7692	0.5911	0.8708	0.7726	0.4587	0.5553	0.5340	0.7427
0.7413	0.6563	0.8202	0.7625	0.5239	0.6205	0.5623	0.7134
0.9719	1.3311	1.0589	0.9517	1.1206	0.9278	0.8696	0.9387
0.9241	1.2605	0.9835	0.9854	1.0648	1.3605	0.9126	0.9817
0.8522	1.0954	0.8376	0.9136	0.8998	1.1895	0.8408	0.9099
0.7411	0.9105	0.7264	0.8024	0.7173	0.9615	0.7296	0.7987
0.5626	0.6452	0.5480	0.6239	0.5128	0.6896	0.5512	0.6203
0.5645	0.6471	0.5498	0.6258	0.5146	0.6170	0.8843	0.6221
0.5085	0.5911	0.4939	0.5698	0.4587	0.5553	0.7274	0.9138
0.8625	0.5911	0.4939	0.8870	0.4587	0.5553	0.6297	0.8420
0.7859	0.5911	0.0000	0.7668	0.4587	0.5553	0.5352	0.7225
0.7210	0.6421	0.8276	0.7255	0.8958	0.6063	0.5481	0.7034
0.9681	1.3291	1.0387	0.9687	1.1387	0.9272	0.8689	0.9380
0.9485	1.3063	1.0046	1.0098	1.0927	1.3629	0.9370	1.0061
0.8285	1.0701	0.8139	0.8898	0.8740	1.1435	0.0000	0.8862
0.7548	0.9007	0.7401	0.8161	0.7062	0.9776	0.7433	0.8124
0.6589	0.7415	0.6443	0.7202	0.6091	0.8084	0.0000	0.7166
0.5643	0.6469	0.5497	0.6257	0.5145	0.6170	0.8960	0.0000
0.5085	0.5911	0.4939	0.9577	0.4587	0.5553	0.7443	0.9329
0.8643	0.5911	0.4939	0.8861	0.4587	0.5553	0.6308	0.8420
0.7863	0.5911	0.8755	0.7909	0.4587	0.5553	0.5545	0.7484
0.7561	0.6566	0.8217	0.7622	0.9084	0.6208	0.5625	0.7202
1.0095	1.3931	1.1141	1.0317	1.1852	0.9894	0.9312	1.0003
0.9467	1.3051	1.0088	1.0080	1.1076	1.3633	0.9352	1.0043
0.8285	1.0744	0.8139	0.8898	0.8945	1.1632	0.8171	0.8862
0.6737	0.8246	0.6591	0.7351	0.6452	0.9163	0.6623	0.7314
0.6596	0.7422	0.6449	0.7209	0.6097	0.8035	0.6481	0.7172
0.5204	0.6030	0.5057	0.5817	0.4705	0.5671	0.8379	0.5780
0.5085	0.5911	0.4939	0.9645	0.4587	0.5553	0.7471	0.9410
0.8600	0.5911	0.4939	0.8829	0.4587	0.5553	0.6329	0.8207
0.7699	0.5911	0.8723	0.7872	0.4587	0.5553	0.5337	0.7283
0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
0.9743	1.3310	1.0543	0.9682	1.1413	0.9278	0.8696	0.9387
0.9251	1.2608	0.9825	0.9864	1.0711	1.3565	0.9137	0.9827
0.8285	1.0893	0.8139	0.8898	0.8945	1.1636	0.8171	0.8862
0.7563	0.8990	0.7416	0.8176	0.7065	0.9803	0.7448	0.8139
0.6649	0.7475	0.6503	0.7263	0.6151	0.7714	0.6535	0.7226
0.5085	0.5911	0.4939	0.5698	0.4587	0.5553	0.8439	0.5662
0.5085	0.5911	0.4939	0.5698	0.4587	0.5553	0.7311	0.9199
0.8604	0.5911	0.0000	0.8638	0.4587	0.5553	0.6324	0.8417
0.7848	0.5911	0.8575	0.7882	0.4587	0.5553	0.5337	0.7438
0.7618	0.6566	0.8213	0.7630	0.5241	0.6208	0.5625	0.7156
0.8854	1.2472	0.9773	0.8676	1.0401	0.8454	0.7872	0.0000
0.9485	1.3069	1.0244	1.0098	1.0917	1.3795	0.9371	1.0062
0.8482	1.0876	0.8335	0.9095	0.8957	1.1859	0.8367	0.9058
0.7572	0.9054	0.7426	0.8186	0.7080	0.9830	0.7458	0.8149
0.6584	0.7410	0.6437	0.7197	0.6085	0.8070	0.6469	0.7160
0.5685	0.6511	0.5539	0.6298	0.5187	0.6153	0.8990	0.6262
0.5085	0.5911	0.4939	0.9566	0.4587	0.5553	0.7445	0.9335
0.8812	0.5911	0.4939	0.8656	0.4587	0.5553	0.6289	0.8420
0.7850	0.5911	0.8530	0.7727	0.4587	0.5553	0.5414	0.7495
0.7626	0.6591	0.8441	0.7671	0.5266	0.6233	0.5650	0.7224
0.9322	1.3124	1.0173	0.9333	1.1270	0.9094	0.8512	0.9203
0.8641	1.1988	0.9399	0.9254	1.0048	1.2955	0.8526	0.9217
0.8517	1.0933	0.8371	0.9130	0.9177	1.1677	0.8403	0.9094
0.7556	0.8983	0.7409	0.8169	0.7106	0.9777	0.7441	0.8132
0.6442	0.7268	0.6295	0.7055	0.5943	0.7695	0.6327	0.7018
0.5627	0.6453	0.5481	0.6240	0.5129	0.6095	0.8786	0.6204
0.5085	0.5911	0.4939	0.5698	0.4587	0.5553	0.7448	0.9352
0.8839	0.5911	0.4939	0.8649	0.4587	0.5553	0.6329	0.8229
0.7915	0.5911	0.8729	0.7862	0.4587	0.5553	0.5535	0.7436
0.7428	0.6386	0.0000	0.7386	0.8872	0.6028	0.5446	0.6955
0.9727	1.3339	1.0550	0.9720	1.1170	0.9272	0.8689	0.9380
0.9501	1.2852	1.0329	1.0114	1.1121	1.3819	0.9387	1.0078
0.8488	1.1088	0.8341	0.9101	0.9147	1.1838	0.8373	0.9064
0.6635	0.8327	0.6489	0.7248	0.6381	0.9048	0.6521	0.7212
0.6427	0.7253	0.6280	0.7040	0.5928	0.7748	0.6312	0.7003
0.5430	0.6256	0.5284	0.6044	0.4932	0.5898	0.8742	0.6007
0.5085	0.5911	0.4939	0.5698	0.4587	0.5553	0.7318	0.9328
0.8643	0.5911	0.4939	0.8646	0.4587	0.5553	0.6506	0.8420
0.7949	0.5911	0.8538	0.7718	0.4587	0.5553	0.5542	0.7497
0.7459	0.6396	0.8075	0.7405	0.8914	0.6037	0.5455	0.6789
1.0297	1.3893	1.0920	1.0290	1.1775	0.9869	0.9287	0.9978
0.9273	1.2857	0.9837	0.9886	1.0680	1.3635	0.9158	0.9849
0.8285	1.0891	0.8139	0.8898	0.8945	1.1651	0.8171	0.8862
0.7602	0.9030	0.7456	0.8215	0.7338	1.0028	0.7488	0.8179
0.5820	0.6645	0.5673	0.6433	0.5321	0.7266	0.5705	0.6396
0.5626	0.6451	0.5479	0.6239	0.5127	0.6093	0.8974	0.6202
0.5085	0.5911	0.4939	0.9399	0.4587	0.5553	0.7443	0.0000
0.0000	0.5911	0.4939	0.8848	0.4587	0.5553	0.6297	0.8388
0.7865	0.5911	0.8559	0.7926	0.4587	0.5553	0.5545	0.7484
0.7423	0.6633	0.8290	0.7669	0.9142	0.6275	0.5693	0.7225
0.9486	1.3303	1.0414	0.9691	1.1395	0.9278	0.8696	0.9387
0.8658	1.2055	0.9427	0.9271	1.0318	1.2971	0.8543	0.9234
0.8285	1.0885	0.8139	0.8898	0.8772	1.1629	0.8171	0.8862
0.7131	0.8763	0.6985	0.7745	0.6650	0.9357	0.7017	0.7708
0.6459	0.7285	0.6312	0.7072	0.5960	0.7706	0.6344	0.7035
0.5685	0.6511	0.5539	0.6298	0.5187	0.6183	0.8809	0.6262
0.5085	0.5911	0.4939	0.9580	0.4587	0.5553	0.7443	0.9359
0.8809	0.5911	0.4939	0.8870	0.4587	0.5553	0.6329	0.8213
0.7728	0.5911	0.8702	0.7661	0.4587	0.5553	0.0000	0.7440
0.7503	0.0000	0.8359	0.7715	0.9189	0.6342	0.5760	0.7126
0.9713	1.3090	1.0333	0.9721	1.1351	0.9254	0.8672	0.9363
0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
0.8545	1.1145	0.8398	0.9158	0.9000	1.1738	0.8430	0.9121
0.6800	0.8261	0.6654	0.7413	0.6569	0.9202	0.0000	0.7377
0.6383	0.0000	0.6236	0.6996	0.5884	0.7869	0.6268	0.6959
0.5681	0.6507	0.5534	0.6294	0.5182	0.6148	0.8854	0.6257
0.5085	0.5911	0.4939	0.5698	0.4587	0.5553	0.7264	0.9420
0.8843	0.5911	0.4939	0.8832	0.4587	0.5553	0.6525	0.8243
0.7918	0.5911	0.8514	0.7878	0.4587	0.5553	0.5563	0.7262
0.7629	0.6635	0.8537	0.7647	0.5310	0.6276	0.5694	0.7025
1.0304	1.3899	1.0953	1.0064	1.1818	0.9859	0.0000	0.9968
0.9459	0.0000	1.0029	1.0072	1.1118	1.3607	0.9344	1.0035
0.7717	1.0317	0.7571	0.8330	0.8193	1.1090	0.7603	0.8294
0.7544	0.9243	0.7398	0.8157	0.7133	0.9786	0.7430	0.8121
0.6593	0.7419	0.6447	0.7206	0.6095	0.7868	0.6479	0.7170
0.5666	0.6492	0.5520	0.6280	0.5168	0.6159	0.8812	0.6243
0.5085	0.5911	0.4939	0.9596	0.4587	0.5553	0.7271	0.9183
0.8643	0.5911	0.4939	0.8656	0.4587	0.5553	0.6493	0.8420
0.7859	0.5911	0.8516	0.7664	0.4587	0.5553	0.5352	0.7432
0.0000	0.6630	0.8296	0.7689	0.5305	0.6271	0.5689	0.7265
0.9690	1.3095	1.0357	0.9701	1.1402	0.9278	0.8696	0.9387
0.9507	1.2895	1.0279	1.0120	1.1144	1.3614	0.9392	1.0083
0.8281	1.0670	0.8134	0.8894	0.8938	1.1506	0.8166	0.8857
0.7549	0.9221	0.7403	0.8163	0.7276	0.9795	0.7435	0.8126
0.6643	0.7469	0.6496	0.7256	0.6144	0.8128	0.6528	0.7219
0.5625	0.6451	0.5479	0.6239	0.5127	0.6093	0.8744	0.6202
0.5085	0.5911	0.4939	0.9646	0.4587	0.5553	0.7244	0.9402
0.8806	0.5911	0.4939	0.8828	0.4587	0.5553	0.6311	0.8384
0.7695	0.5911	0.8505	0.7896	0.4587	0.5553	0.5361	0.7291
0.0000	0.6597	0.8457	0.7412	0.5272	0.6239	0.5657	0.7165
0.9448	1.3095	0.0000	0.9476	1.1157	0.9257	0.8675	0.9366
0.9513	1.3045	1.0296	1.0126	1.0936	1.3861	0.9398	1.0089
0.8557	1.0990	0.8411	0.9170	0.8844	1.1914	0.8443	0.9134
0.7333	0.8798	0.7187	0.7947	0.7105	0.9550	0.7219	0.7910
0.6379	0.7205	0.6232	0.6992	0.5880	0.7848	0.6264	0.6955
0.5457	0.0000	0.5311	0.6071	0.4959	0.5991	0.8572	0.6034
0.5085	0.5911	0.4939	0.0000	0.4587	0.5553	0.7302	0.9361
0.8802	0.5911	0.4939	0.8830	0.4587	0.5553	0.6492	0.8193
0.7668	0.5911	0.8513	0.7874	0.4587	0.5553	0.5340	0.7469
0.7563	0.6576	0.8262	0.7624	0.9120	0.6218	0.5636	0.7141
0.9481	1.3098	0.0000	0.9726	1.1370	0.9278	0.8696	0.9387
0.9483	1.3067	1.0258	1.0096	1.1125	0.0000	0.9368	1.0059
0.8484	1.0891	0.8337	0.9097	0.9143	1.1849	0.8369	0.9060
0.7530	0.9165	0.7383	0.8143	0.7239	0.9926	0.7415	0.8106
0.5576	0.0000	0.5430	0.6189	0.5078	0.6859	0.5462	0.6153
0.5685	0.6511	0.5539	0.6298	0.5187	0.6153	0.8790	0.6262
0.5085	0.5911	0.4939	0.5698	0.4587	0.5553	0.7238	0.9369
0.8858	0.5911	0.4939	0.8834	0.4587	0.5553	0.6296	0.8402
0.7654	0.5911	0.8571	0.7899	0.4587	0.5553	0.5379	0.7250
0.7475	0.6611	0.8297	0.7621	0.0000	0.6253	0.5671	0.7060
1.0318	1.3770	1.0935	1.0297	1.1976	0.9884	0.9302	0.9993
0.9299	1.2714	0.9876	0.9912	1.0958	1.3621	0.9184	0.9875
0.7485	1.0085	0.7339	0.8098	0.7977	1.0846	0.7371	0.8062
0.0000	0.9237	0.7399	0.8159	0.7282	0.9787	0.7431	0.8122
0.5851	0.6677	0.5705	0.6465	0.5353	0.7357	0.5737	0.6428
0.5425	0.6251	0.5279	0.6038	0.4927	0.5893	0.8539	0.6002
0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
0.8643	0.5911	0.4939	0.8814	0.4587	0.5553	0.6493	0.8182
0.7849	0.0000	0.8505	0.7917	0.4587	0.5553	0.5343	0.7446
0.7433	0.6638	0.8285	0.7454	0.9185	0.6279	0.5697	0.7050
0.0000	1.3105	1.0355	0.9699	1.1369	0.9278	0.8696	0.9387
0.9437	1.2784	1.0213	1.0050	1.1054	1.3808	0.9323	1.0014
0.8495	1.1081	0.8349	0.9108	0.9155	1.1860	0.8380	0.9071
0.7537	0.8986	0.7391	0.8150	0.7293	0.9963	0.7423	0.8114
0.6409	0.7235	0.6263	0.7022	0.5911	0.7662	0.6295	0.6986
0.5654	0.6480	0.5508	0.6268	0.5156	0.6122	0.8789	0.6231
0.0000	0.5911	0.4939	0.9589	0.4587	0.5553	0.7264	0.9157
0.8817	0.5911	0.4939	0.8851	0.4587	0.5553	0.6506	0.8376
0.7869	0.5911	0.8702	0.7908	0.4587	0.5553	0.5358	0.7491
0.7644	0.6596	0.8283	0.7637	0.5271	0.6237	0.5655	0.7032
0.9901	1.3474	1.0540	0.9869	1.1555	0.9446	0.8864	0.9555
0.9238	1.2639	0.9799	0.9852	1.0645	1.3592	0.9124	0.9815
0.8533	1.1133	0.8387	0.9146	0.9193	1.1883	0.8419	0.9110
0.7528	0.9022	0.7382	0.8141	0.7320	0.9721	0.7414	0.8105
0.6651	0.7477	0.6505	0.7265	0.6153	0.8107	0.6537	0.7228
0.5181	0.6006	0.5034	0.5794	0.4682	0.5648	0.8290	0.5757
0.5085	0.5911	0.4939	0.5698	0.4587	0.5553	0.7330	0.9409
0.8843	0.5911	0.4939	0.8877	0.4587	0.5553	0.6553	0.8204
0.7677	0.5911	0.8539	0.7872	0.4587	0.5553	0.5383	0.7441
0.7236	0.6386	0.8038	0.0000	0.5062	0.6028	0.5446	0.6981
1.0314	1.3716	1.0943	1.0109	1.1985	0.9893	0.9311	1.0002
0.8709	1.2109	0.9297	0.9322	1.0317	1.3022	0.8595	0.9285
0.8480	1.1059	0.8333	0.9093	0.8959	1.1832	0.8365	0.9056
0.6740	0.8239	0.6594	0.7353	0.6261	0.9157	0.6626	0.7317
0.5794	0.6620	0.5648	0.6407	0.5296	0.7099	0.5680	0.6371
0.5630	0.6456	0.5483	0.6243	0.5131	0.6097	0.8758	0.6206
0.5085	0.5911	0.4939	0.9574	0.4587	0.5553	0.7441	0.9353
0.8843	0.5911	0.4939	0.8637	0.4587	0.5553	0.6561	0.8416
0.7912	0.5911	0.0000	0.7861	0.4587	0.5553	0.5372	0.7429
0.7433	0.6612	0.8300	0.7678	0.5288	0.6254	0.5672	0.0000
0.9481	1.3097	1.0572	0.9699	1.1405	0.9278	0.8696	0.9387
0.8650	1.2196	0.0000	0.9263	1.0297	1.2988	0.8536	0.9227
0.8516	1.0932	0.8370	0.9129	0.9176	1.1889	0.8402	0.9092
0.7538	0.9034	0.7391	0.8151	0.7242	0.9601	0.7423	0.8114
0.6665	0.7490	0.6518	0.7278	0.6166	0.7930	0.6550	0.7241
0.5675	0.6501	0.5529	0.0000	0.5177	0.6143	0.8784	0.6252
0.5085	0.5911	0.4939	0.9576	0.4587	0.5553	0.7263	0.9329
0.8643	0.5911	0.4939	0.8888	0.4587	0.5553	0.6496	0.8420
0.7656	0.5911	0.8705	0.0000	0.4587	0.5553	0.5337	0.7497
0.7530	0.6708	0.0000	0.7729	0.5383	0.6349	0.5767	0.7081
1.0174	1.3929	1.0955	1.0317	1.1986	0.9894	0.9312	1.0003
0.8701	1.2075	0.9285	0.9314	1.0161	1.3032	0.8587	0.9278
0.8285	1.0717	0.8139	0.8898	0.8945	1.1669	0.8171	0.8862
0.7340	0.8983	0.7194	0.7954	0.7080	0.9766	0.7226	0.7917
0.5779	0.6605	0.5632	0.6392	0.5280	0.7031	0.5664	0.6355
0.5627	0.6453	0.5481	0.6240	0.5129	0.6127	0.8785	0.6204
0.5085	0.5911	0.4939	0.5698	0.4587	0.5553	0.7443	0.9383
0.8635	0.5911	0.4939	0.8651	0.4587	0.5553	0.6491	0.8420
0.7534	0.5911	0.8544	0.7715	0.4587	0.5553	0.5542	0.7494
0.7420	0.6618	0.8496	0.7433	0.8958	0.6260	0.5678	0.7185
0.9470	1.3284	1.0515	0.9688	1.1185	0.9267	0.8685	0.9376
0.9523	1.2873	0.9892	1.0136	1.1154	1.3852	0.9408	1.0099
0.8517	1.1117	0.8371	0.9130	0.8993	1.1694	0.8403	0.9094
0.7531	0.9171	0.7385	0.8144	0.7364	0.9747	0.7417	0.8108
0.6667	0.7493	0.6521	0.7281	0.6169	0.8112	0.6553	0.7244
0.5623	0.6449	0.5476	0.6236	0.5124	0.6090	0.8964	0.6199
0.5085	0.5911	0.4939	0.5698	0.4587	0.5553	0.7453	0.9134
0.8801	0.5911	0.4939	0.8656	0.4587	0.5553	0.6329	0.8236
0.7857	0.5911	0.8504	0.7870	0.4587	0.5553	0.5351	0.7426
0.7414	0.6566	0.8237	0.7583	0.5241	0.6208	0.5625	0.6967
0.8892	1.2505	0.9610	0.8944	1.0629	0.8478	0.7896	0.8587
0.9439	1.3022	1.0228	1.0052	1.1098	1.3568	0.9324	1.0015
0.8554	1.1019	0.8408	0.9167	0.9214	1.1780	0.8440	0.9131
0.7539	0.9187	0.7393	0.8152	0.7244	0.9776	0.7424	0.8115
0.6609	0.7435	0.6462	0.7222	0.6110	0.8114	0.6494	0.7185
0.5645	0.6470	0.5498	0.6258	0.5146	0.6153	0.8815	0.6221
0.5085	0.5911	0.4939	0.5698	0.4587	0.5553	0.7238	0.9420
0.8602	0.5911	0.4939	0.8656	0.4587	0.5553	0.6297	0.8252
0.7870	0.5911	0.8755	0.7661	0.4587	0.5553	0.5540	0.7229
0.7412	0.6627	0.8472	0.7635	0.5303	0.6269	0.5687	0.7213
0.9534	1.3371	1.0335	0.9701	1.1202	0.9278	0.8696	0.9387
0.9291	1.2647	0.9916	0.9904	0.0000	1.3593	0.9177	0.9868
0.8519	1.1110	0.8373	0.9132	0.9179	1.1877	0.8405	0.9096
0.7606	0.9097	0.7459	0.8219	0.7310	1.0031	0.7491	0.8182
0.6592	0.7418	0.6446	0.7205	0.6094	0.7881	0.6478	0.7169
0.5667	0.6493	0.5521	0.6280	0.5168	0.6171	0.8857	0.6243
0.5085	0.5911	0.4939	0.5698	0.4587	0.5553	0.7443	0.9138
0.8618	0.5911	0.4939	0.8646	0.4587	0.5553	0.6492	0.8193
0.7697	0.5911	0.0000	0.7877	0.4587	0.5553	0.0000	0.7473
0.7222	0.6371	0.8274	0.7434	0.8892	0.6013	0.5431	0.6740
0.9733	1.3334	1.0372	0.9699	1.1389	0.9278	0.8696	0.9387
0.9272	1.2856	0.9849	0.9885	1.0931	1.3619	0.9157	0.9848
0.7689	1.0274	0.7543	0.8302	0.8145	1.0838	0.7575	0.8266
0.6531	0.8027	0.6384	0.7144	0.6304	0.8956	0.6416	0.7107
0.5825	0.6651	0.5679	0.6438	0.5327	0.7123	0.5711	0.6402
0.5677	0.6502	0.5530	0.6290	0.5178	0.6169	0.9002	0.6253
0.5085	0.5911	0.4939	0.5698	0.4587	0.5553	0.7240	0.9402
0.8812	0.5911	0.4939	0.8656	0.4587	0.5553	0.6329	0.8420
0.7684	0.5911	0.8567	0.7729	0.4587	0.5553	0.5361	0.7291
0.7432	0.6598	0.8495	0.7478	0.9166	0.6240	0.5658	0.7224
1.0338	1.3959	0.0000	1.0099	1.1981	0.9877	0.9294	0.9985
0.9272	1.2669	1.0039	0.9885	1.0931	1.3585	0.9157	0.9848
0.8495	1.1111	0.8349	0.9108	0.9155	1.1861	0.8381	0.9072
0.7560	0.9041	0.7413	0.8173	0.7328	0.9986	0.7445	0.0000
0.6414	0.7240	0.6267	0.7027	0.5915	0.7666	0.6299	0.6990
0.5626	0.6452	0.5480	0.6239	0.0000	0.6119	0.8776	0.6203
0.5085	0.5911	0.4939	0.5698	0.4587	0.5553	0.7280	0.9337
0.8618	0.5911	0.4939	0.8646	0.4587	0.5553	0.6297	0.8420
0.7657	0.5911	0.8536	0.7680	0.4587	0.5553	0.5549	0.7433
0.7428	0.6631	0.8268	0.7634	0.9186	0.6272	0.5690	0.7230
0.9473	1.3361	1.0587	0.9718	1.1388	0.9278	0.8696	0.9387
0.0000	1.2777	0.9803	0.9849	1.0885	1.3535	0.9121	0.9812
0.8494	1.1094	0.8347	0.9107	0.8969	1.1717	0.8379	0.9070
0.7425	0.9100	0.7279	0.8038	0.7198	0.9667	0.7311	0.8002
